0	1593
1	1794
1	1790
1	2653
1	1587
1	1497
1	1636
1	2041
1	1391
1	2195
1	1697
2	1571
4	1779
5	1571
5	1587
5	1794
5	1790
5	2376
5	2653
5	1497
5	1636
5	2232
6	1571
6	1779
6	1794
6	2653
6	1497
7	1571
7	1779
7	1794
7	1874
7	2653
7	1636
7	2041
7	1391
7	2437
8	1934
8	1794
8	1790
8	2653
8	1636
8	2019
9	2261
9	1794
9	2653
9	1636
9	2041
9	2109
9	1940
9	1391
11	1571
12	1794
12	1790
12	2653
12	1636
12	2041
12	2109
13	1587
13	1794
13	1790
13	2376
13	2653
13	2109
14	2650
14	1794
14	2041
14	1636
14	2019
15	2111
15	1571
16	1790
16	2653
16	2041
16	2102
16	2019
16	1369
17	2653
17	1587
17	1497
17	1539
18	2292
21	1474
21	2109
21	1794
21	2653
24	1636
33	2374
34	2374
34	2232
34	1448
34	1636
34	2653
34	2019
35	2650
35	1448
35	1636
35	2653
35	2109
35	1391
36	1474
36	1779
36	2109
36	1794
36	2653
37	1636
37	2376
37	2653
37	1779
37	2041
38	1794
38	2653
38	2041
38	1636
38	1369
45	2304
45	1379
45	1692
55	1571
63	2041
63	1404
63	1934
63	1587
65	2304
65	2242
66	1636
66	1491
66	1783
66	1957
67	1984
67	2232
68	2304
69	1539
69	1636
69	1369
79	2232
79	1874
79	2041
87	2304
87	1636
91	1587
91	1794
91	2029
91	2365
91	1499
91	1559
95	1636
97	1636
98	1636
102	1984
105	1587
105	1485
105	2653
105	2109
105	1636
105	2041
106	2183
106	2002
106	1790
106	1474
106	1587
106	2041
106	2109
106	1890
106	2374
106	2019
106	1369
106	2437
106	1874
108	2304
106	2446
109	1379
109	2087
109	2232
109	1794
109	2653
109	1587
109	2041
109	2109
110	1541
112	2207
114	1636
109	1448
118	1984
119	1636
119	2374
119	2304
133	1636
126	2232
135	1541
136	1541
137	1636
139	1636
141	1474
141	1587
141	1369
141	1636
141	2376
142	2376
142	1636
152	1636
155	1571
155	1794
155	2041
158	1541
159	1541
159	1934
159	2067
162	1571
157	2232
186	1636
191	2653
191	2109
191	1539
192	1448
192	2653
192	1369
193	1636
193	1571
193	2232
193	1474
193	2041
199	1745
199	2437
199	1636
200	1571
202	1474
202	2041
202	1391
203	1488
203	2304
203	2232
203	1692
203	1379
203	1369
206	2304
206	1369
206	2437
206	1379
206	1692
208	1448
209	1636
209	1934
211	2653
211	1636
211	2437
211	2002
213	1448
215	1571
215	1587
215	1934
216	2653
216	1636
216	2232
216	2041
217	2242
217	1745
217	1539
217	2019
217	1595
217	1636
218	1687
218	1957
218	1539
218	2374
220	1794
220	1587
220	2041
220	2186
220	2019
221	2041
221	2019
222	2294
222	1636
222	1890
222	1779
222	2109
222	1934
222	2437
224	1587
224	1794
226	1474
227	1687
227	1474
227	1400
227	2041
227	1391
227	1697
228	1448
228	1984
228	2041
228	1539
228	1636
229	1636
231	1984
234	2090
234	2087
234	1654
234	2041
234	2242
234	1369
234	1595
235	2653
235	2041
236	1571
236	2041
236	2019
236	1369
236	1636
236	1595
238	2374
238	2183
238	1687
238	1474
238	2041
238	2242
239	1636
239	2653
239	2207
239	1391
239	2376
242	1587
242	2131
242	1448
242	2653
242	2446
242	2019
242	1636
243	2437
247	1984
248	1571
249	1874
249	2131
249	2232
249	1571
249	2041
249	2109
249	1636
249	2437
249	1717
249	1474
249	2701
249	2195
252	1379
252	1779
252	1448
252	2653
252	1636
252	1404
252	2109
252	2469
252	1593
253	1779
253	1448
253	1790
253	1636
253	2653
253	1794
253	1391
253	1474
253	2446
254	2374
254	2109
254	1779
254	1400
254	2653
254	1587
254	1636
254	2041
254	1404
254	2469
254	1474
257	1571
257	1448
260	1636
260	1890
260	2041
260	2109
260	2019
260	2232
260	2653
260	2374
260	1794
260	1676
260	1448
262	1779
264	2374
264	1934
264	1571
264	1874
264	2653
264	1587
264	2041
264	2109
264	2261
267	1779
267	1934
267	1571
267	1474
267	2653
267	1587
267	2041
267	2437
267	1595
270	1379
270	2041
270	1485
271	1448
271	2653
271	2041
271	2109
271	2186
272	1984
272	2374
272	1636
272	2109
272	2232
272	2653
272	2446
274	2376
274	1474
275	1984
276	2232
276	2041
276	2446
276	1934
276	1636
277	2041
277	1636
279	2374
279	2376
279	2653
279	1636
280	1571
280	2653
281	1571
283	2653
286	1745
286	2653
286	1890
286	2029
286	1499
286	1559
286	2041
286	1636
286	1587
289	1587
289	1636
293	1984
294	2109
294	1636
294	2376
294	2041
294	1391
294	1474
295	1636
297	1636
300	2304
300	1636
300	1379
300	1692
300	1794
300	1474
302	2653
302	1497
302	2374
306	2109
306	1587
306	1541
306	1593
306	2242
306	2041
307	1587
307	2041
307	2109
307	1539
307	2232
307	2437
308	1448
308	2242
308	2653
308	1636
308	1541
309	1571
308	1984
311	1448
311	1636
311	2437
311	1595
312	2292
314	1448
314	2041
317	1593
318	1571
318	2232
318	1636
318	2376
318	2304
319	2304
321	2304
326	1587
328	1571
326	2041
326	2446
326	1934
326	1636
326	2374
329	1587
329	1687
330	1636
330	2109
330	2041
330	1745
330	2653
330	1890
330	1391
331	2653
331	1539
332	1890
334	1636
335	1779
336	1779
336	1794
336	2019
336	1369
337	1779
337	1636
337	2232
337	1794
337	1497
337	2503
337	2019
337	1369
338	1779
338	1794
338	1636
338	2041
338	1497
339	1571
340	1794
340	1448
340	1890
340	1636
340	2041
340	1369
340	1391
343	1571
343	2374
343	2019
344	1571
344	1587
345	1636
346	2232
346	2065
346	1636
347	1571
352	1874
352	2109
352	1448
352	1890
352	1539
352	2653
353	1379
353	2109
353	1448
353	2653
353	2041
354	2195
354	1697
354	1571
354	1400
354	1629
354	2111
354	1636
