0	2230
1	1963
2	2109
4	1625
5	2109
5	2647
6	2561
6	2204
9	2689
9	1638
9	1608
10	1775
10	2304
10	1748
11	2277
11	2503
13	2549
13	2380
14	2456
15	1593
15	1780
17	1463
17	1503
20	1925
21	1589
21	2686
22	2685
24	2335
25	2650
27	1504
27	2078
27	2559
27	2499
28	2466
29	1540
29	1920
29	1608
29	1455
30	1486
30	2200
31	1719
32	1450
33	1573
35	1444
37	2294
38	2320
38	2554
39	2074
39	1537
39	1393
39	1953
40	2533
42	2109
42	2325
44	2231
46	1542
46	2409
47	2124
47	2708
48	2338
48	2453
48	2696
49	2248
49	1802
50	2122
50	2346
51	1903
52	1935
52	2381
52	2185
52	1698
54	1935
54	2287
54	1829
55	2022
56	2621
56	2607
56	2036
59	2218
59	2545
59	2693
60	1632
62	1868
62	1925
64	2654
65	1949
65	1822
66	1549
66	2442
67	2158
67	1764
68	1944
69	2001
70	1948
71	1515
72	1914
73	2177
73	2464
74	2543
75	2178
76	1594
78	1900
78	2672
79	2196
79	2149
79	2327
81	1839
81	2694
83	1747
85	2129
86	1427
87	2708
87	1916
88	2016
89	2456
90	1793
91	2000
91	2139
92	2563
92	2500
93	1538
93	2317
94	1933
94	2412
94	2334
94	2547
96	2508
97	2450
100	2598
101	2534
101	1910
102	2369
102	1450
105	2459
107	2554
107	2504
107	1527
107	1822
108	1550
108	1691
109	2367
109	2302
110	2472
114	2554
115	2477
116	2696
116	2085
117	2028
118	2270
119	2459
119	1761
120	1400
120	2481
123	1411
124	2307
125	2272
125	1754
126	2072
127	1493
127	2257
127	2485
129	2003
132	1440
133	2280
134	2558
135	2635
135	2591
135	1607
136	2364
136	2110
139	2425
139	1932
140	2085
140	1916
141	2455
142	2579
142	1990
143	1923
144	1786
144	2520
145	2512
145	1564
146	2356
147	1415
148	1757
148	2321
149	1685
150	2256
150	1680
152	1490
152	1960
152	2435
154	1803
155	2565
155	2102
156	2335
156	2391
157	1460
158	2577
159	1855
161	2565
162	1975
162	1430
163	2179
165	2660
165	1697
165	2035
166	2501
166	1378
166	1612
166	1872
167	1537
168	2421
169	2102
170	1575
171	1590
172	1732
173	1468
175	1755
176	2294
176	2071
177	2143
178	2291
179	2678
180	1764
180	1514
181	1674
186	2458
186	1978
187	1988
188	2368
188	2021
190	1737
191	1973
191	2487
191	1752
191	2321
192	2365
192	2619
192	1512
194	1921
196	1386
196	1907
197	1532
198	2372
199	1965
201	2046
201	2582
202	2549
203	2683
203	1809
204	2403
204	1460
206	2343
207	2661
208	1956
208	2502
210	1987
211	1728
211	2496
212	1833
212	2636
214	1928
214	1398
215	2030
216	1396
216	2281
216	2174
216	2533
217	1505
217	1957
218	2607
218	2263
219	2278
220	2073
220	1687
222	2029
223	2213
224	1378
224	2180
224	1530
225	2514
226	2596
227	1606
227	1957
227	2186
230	2254
232	2122
232	2529
232	2319
232	1406
234	1458
234	2403
236	2094
236	2296
237	2356
237	1474
238	1776
238	2659
238	1827
238	1570
238	2145
240	2529
240	2475
241	2394
242	2352
243	1371
244	1891
245	2244
246	2542
246	1725
247	1610
248	2686
248	2706
249	1531
251	2445
252	2307
252	2079
252	1764
253	2573
253	1584
254	1379
254	1720
255	1689
255	2066
255	1833
255	1609
258	2495
259	1968
259	2398
260	2053
261	1810
264	2166
264	2182
265	2185
265	1701
266	2252
267	2287
267	2268
270	1979
270	1571
270	2304
271	2361
271	2159
272	1738
273	2345
273	1455
273	1935
274	1911
274	1371
275	1843
275	1508
276	1821
276	1973
277	2333
279	1833
280	2693
280	1539
281	1889
281	1413
281	1604
281	1584
281	1437
282	1916
283	1568
283	1951
286	1663
286	2062
286	2670
287	2497
288	2405
288	2080
290	2432
291	1898
291	1769
292	2651
293	1965
294	1568
294	1819
295	2079
296	2220
296	2560
297	2280
299	1598
300	1613
302	1944
302	1418
305	2254
305	2264
307	2441
307	2646
307	2304
309	1880
309	1701
309	2012
311	2276
311	2579
312	1868
312	2067
313	2645
314	1444
314	1937
315	1683
315	2381
316	1555
317	1462
317	1908
318	2020
319	2355
320	2533
321	1439
321	1693
321	1444
323	1737
323	1804
323	1552
324	2450
325	2706
326	2317
328	1435
328	2704
329	1837
329	1467
330	1896
332	2449
332	1862
333	1717
333	2645
334	1870
334	2166
334	1781
334	1407
336	1519
336	1809
337	2305
337	2156
337	1449
337	2097
339	2487
340	1498
340	1982
340	1565
341	2101
341	2378
342	2023
342	1443
344	2347
344	2045
345	2029
345	2598
345	1557
346	2091
347	2220
348	2479
349	2475
350	1740
350	2100
351	1739
352	2068
353	1946
354	1860
354	2701
355	2390
355	1656
355	2582
356	2292
356	1972
356	1865
356	1464
357	1623
357	1630
357	2113
358	2682
358	2614
358	1808
359	2349
359	1478
360	2271
360	2015
361	2362
361	2145
361	1764
363	1876
365	1559
368	1862
368	2576
368	1467
369	1432
369	1475
369	1688
370	2296
371	2472
372	1868
372	2363
372	2491
373	2173
376	1629
378	1636
379	1488
380	2259
380	2645
380	1645
382	2587
382	1842
382	1790
383	2189
386	1716
386	1849
387	1816
388	1486
388	2198
389	1786
390	1747
390	1858
390	2550
393	1796
394	2060
394	2191
394	1909
395	2133
395	2693
398	2337
398	1504
399	1459
399	1699
400	2216
401	2157
402	2602
403	2136
403	2026
404	2418
405	2433
405	1614
406	2523
406	1733
407	2151
408	1580
408	2105
410	2562
410	1922
411	2699
411	2138
411	1370
412	2482
412	1429
415	1745
415	2065
417	1517
417	2288
418	2440
421	1437
421	2515
424	1612
424	2018
425	1925
426	2493
428	1646
429	2064
429	2286
429	1804
429	1671
430	1936
430	2291
431	1662
431	2096
431	1820
431	2246
431	2516
431	2459
432	2481
433	2426
433	1824
434	1401
434	1628
435	1935
435	2075
435	2315
436	2328
438	1554
438	2534
439	2658
440	1928
442	2016
444	2221
445	2105
448	2651
448	1438
448	1598
448	1641
449	1835
449	2514
449	2211
450	2317
450	1871
452	2420
452	1511
453	2017
453	1443
453	1697
454	2012
455	2021
456	2033
457	2708
457	2307
458	1770
458	1674
460	2402
461	2360
461	2196
461	1420
464	1380
465	2216
468	1974
468	2138
469	1833
469	2200
471	1437
472	1512
473	2534
475	2542
475	2689
475	2392
478	2493
480	1719
480	2501
480	2437
481	1754
481	2420
482	2176
482	1397
485	2022
485	2364
487	1824
488	1784
488	1883
489	1749
489	2171
490	2548
491	2061
493	2400
493	1794
493	1752
494	2281
494	1987
494	1620
497	1801
497	1410
498	1479
499	1912
503	2112
503	2379
504	2432
504	2405
504	1938
505	1913
506	1812
507	2007
508	2501
509	1569
510	2229
510	2387
510	1754
510	1872
512	1368
513	2683
514	2538
514	1480
515	2065
517	2523
517	2393
518	2582
519	1903
522	1797
525	2636
526	2046
527	1761
528	1581
528	1791
529	1998
529	2670
530	1632
530	1994
532	2061
532	2002
533	2110
533	1816
534	1565
534	1827
535	2577
535	2109
536	2077
537	1401
537	2531
538	2021
539	1656
541	2678
542	1371
542	2509
542	2292
542	1390
543	1931
543	2360
543	1692
546	1465
546	1608
546	2249
547	2428
547	2640
548	2700
550	2616
550	1907
551	2215
552	1390
552	2264
552	2065
554	2121
555	2420
555	2573
556	2620
559	1704
560	2087
563	1605
563	2547
563	1794
564	2592
565	2396
565	1855
566	1684
567	1468
569	2112
570	2300
570	1704
571	2045
571	2152
572	1480
572	1978
573	1496
573	1765
574	1552
574	1386
575	1447
575	2090
575	2375
576	2474
576	2562
579	1980
579	1677
579	1376
580	2681
581	2198
581	2356
586	1878
588	2694
589	2305
589	2255
590	1824
590	1705
590	2559
590	1876
590	2108
591	1525
594	1431
594	1680
595	2511
595	2273
595	1877
595	2068
595	2617
595	2107
596	2265
598	2141
598	2478
599	1379
602	2230
602	2366
603	1985
604	1714
604	1864
605	2477
606	2231
609	2187
609	2206
610	1956
611	1450
612	1848
612	1685
612	2526
613	2466
613	2144
615	1698
615	1960
615	1772
616	2138
617	1846
619	2001
620	1606
620	1399
621	2459
621	1503
622	2019
622	1914
622	2510
622	2366
622	2123
623	2050
625	2648
625	2200
625	1991
626	1390
627	2539
628	1460
628	2666
633	2466
633	2003
633	2374
635	1990
636	2378
637	2487
637	1380
638	2275
638	1626
638	1963
638	1372
640	2319
640	1715
640	2473
641	1843
641	2664
643	2659
643	2187
643	1387
643	2551
644	2298
644	2705
645	1491
645	1506
645	2300
645	1940
646	1833
646	1706
647	1583
647	2705
647	2686
649	2431
650	1405
651	2066
651	1914
652	1626
653	1795
655	2374
655	1371
656	1530
656	1815
659	1784
660	2250
662	2411
663	2484
663	2258
664	2081
665	1693
666	2685
666	1729
667	1992
669	1746
670	1961
673	1918
673	1656
674	2202
674	1415
675	1996
675	2161
676	1991
676	1394
677	1589
678	2641
678	2459
679	2285
680	2497
681	2237
682	2462
682	1842
682	1854
683	1640
683	2122
684	2037
684	1542
684	2412
686	2202
686	1846
686	2678
686	1840
686	2082
686	1892
687	1686
689	2298
690	2380
692	1532
692	1867
692	2535
692	1676
692	2080
693	1838
693	2321
693	1717
693	1971
696	1553
697	2158
697	1700
698	2648
698	2497
699	2214
701	1551
702	2292
702	2486
702	2554
703	2289
704	2636
705	2431
706	2210
709	1560
709	1729
710	2618
711	2224
712	2425
713	1831
716	2019
717	2195
718	1562
718	1392
718	2276
719	1426
721	1595
724	2336
724	1730
724	2632
725	2346
729	2424
730	2606
731	2643
731	2182
734	2373
734	2378
734	2047
736	2315
737	2076
739	1650
739	2671
739	2571
739	1953
740	2189
741	2275
744	2280
744	1955
745	2432
745	2107
746	1604
747	1502
747	1802
748	1941
748	1912
748	2088
750	2362
750	1843
751	2165
751	2664
752	2016
752	2558
755	1945
755	2537
755	2022
755	2588
755	2570
756	2699
756	2199
757	1497
757	1417
758	1419
759	1946
761	1630
761	1743
762	2295
763	1981
764	1540
764	2551
764	2480
765	1594
766	1589
766	1861
767	1681
767	1624
770	1917
771	1703
771	1799
772	1864
773	1557
775	1933
777	2171
777	1546
778	2091
780	1960
780	2040
780	2540
780	2018
781	1499
782	1884
783	2365
785	2051
785	2138
785	2648
787	2699
787	2020
787	1553
787	1794
788	1464
789	2491
789	2435
790	1861
791	2184
791	1384
791	1982
793	1904
793	1731
796	2303
797	2110
798	2267
798	2066
799	1574
801	2445
802	1788
803	2633
804	2287
804	1424
805	2537
806	1787
806	2037
806	2330
806	2432
807	2555
807	2436
809	1517
809	2453
809	2614
810	2344
810	2339
811	2695
812	1826
813	2188
813	1951
814	2689
814	2327
815	1674
815	1518
816	2590
817	1965
818	1904
819	2622
819	1476
820	1492
820	2250
821	1680
822	1859
822	1548
822	1798
824	2418
825	1392
827	1634
827	1828
828	2641
829	1704
830	2399
830	1398
830	2175
831	2105
832	2709
834	1933
834	2433
835	2529
835	2342
836	2067
836	2030
836	2112
836	2261
837	1919
837	2572
838	1873
839	1789
839	2621
840	2465
841	1570
841	2330
842	2118
843	2214
844	2257
844	2342
846	2568
847	2401
847	1536
848	1492
849	1756
851	1534
852	2002
853	1905
853	1882
853	1869
854	2674
854	2035
855	2448
856	2704
856	1880
857	2438
857	2543
857	1865
858	1890
858	2660
858	2101
858	2684
858	1822
859	1634
859	2361
861	2148
864	1919
865	2626
868	1970
869	1873
870	1673
872	2699
874	1829
874	2375
875	1457
876	2006
877	2484
877	2312
878	1620
878	2365
880	2663
881	2506
881	2032
881	2164
881	2224
884	2377
884	2294
884	2507
885	1415
885	2630
886	1523
886	2598
887	2055
888	2482
888	2044
888	2539
888	1626
891	1879
891	2547
891	1822
891	2399
891	1522
892	2150
892	2390
893	1917
893	2517
893	2335
895	2518
896	1931
896	2156
897	2023
898	2058
898	2657
899	2190
900	1539
901	2381
905	1662
905	1651
906	1493
906	2010
906	2664
906	2415
907	2701
910	2020
911	2636
911	1717
912	1582
914	2111
914	1435
915	1402
916	1443
916	1924
918	2026
918	2596
918	2666
920	2545
920	2012
921	1882
922	2534
922	2428
923	1544
923	2488
924	2360
924	1627
932	2474
934	1778
934	2347
935	1548
935	1474
936	1578
936	2422
936	2156
936	2184
938	1738
939	2484
939	2199
940	2213
941	2333
941	2163
944	2239
944	2020
945	2256
945	1831
946	2068
946	2054
947	1372
948	2391
948	2650
948	2609
948	2551
949	2192
949	1992
950	2295
951	2366
955	2456
955	2519
956	2442
957	2219
957	1368
957	2169
959	1525
960	2290
961	2540
961	1415
962	1417
965	2230
966	2462
967	2367
968	2396
968	1928
969	1514
969	1616
969	1611
970	2624
971	1757
972	1925
973	1630
976	1446
976	2640
977	2601
977	2600
977	1591
979	2204
979	1873
980	2086
981	1563
981	1472
983	2029
983	2198
984	1761
984	2361
984	2034
984	2707
984	1659
984	1385
986	1677
986	1411
986	1711
986	2456
986	2697
987	2568
987	2167
987	1504
988	1998
988	2418
989	1450
989	1821
989	2165
993	2568
993	2123
993	2111
994	2641
995	1651
997	1865
998	2211
999	1795
999	1648
999	2600
1000	2345
1000	1560
1002	2439
1003	1865
1004	1905
1004	1923
1004	1940
1004	1514
1005	2490
1005	2189
1006	2701
1007	2119
1009	1425
1009	1456
1012	1845
1012	1536
1014	2427
1014	2365
1015	2412
1015	2209
1016	2469
1016	2567
1016	2479
1018	1532
1019	2438
1020	2563
1022	2650
1022	2323
1024	2349
1024	1442
1024	2024
1025	2012
1025	2310
1026	2282
1027	2576
1027	2291
1029	1474
1029	2065
1029	2103
1030	2101
1030	1843
1031	1812
1031	2592
1031	1780
1032	2678
1032	1872
1033	2167
1035	1703
1036	1551
1036	1987
1038	1921
1038	1486
1039	2170
1039	2365
1039	1570
1041	2596
1041	1932
1042	2444
1044	1658
1044	1597
1046	2049
1047	1666
1047	1528
1047	1605
1050	1610
1051	2374
1051	2415
1052	2259
1055	1794
1055	2525
1055	1672
1056	1746
1057	1619
1057	1479
1060	2251
1063	1475
1064	1968
1065	2031
1065	2608
1066	2325
1068	2263
1070	1955
1070	2533
1070	2626
1071	1428
1071	2622
1072	2641
1072	1434
1073	2355
1074	1919
1075	1899
1075	2155
1075	2157
1076	1731
1077	1818
1077	1726
1078	1924
1083	2087
1083	1615
1085	1526
1085	1984
1085	2138
1085	2277
1085	2124
1087	1655
1089	1977
1090	1881
1090	1429
1090	2246
1090	2366
1091	1728
1091	1541
1091	2140
1092	1855
1093	2013
1093	1378
1095	2206
1096	1774
1097	1446
1097	2560
1099	1527
1099	1951
